Name,Uses,Url
Momben-F,Treatment of Skin conditions with inflammation & itching,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/onw2vmfigosc2bos3jjv.png"
Mytiflam, Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/6a473e2f4b5f45eb8738ae321d6a74ec.jpg"
Montelo,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/c79e9f041062407495a4fef3438abc0c.jpg"
Monzem,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/o49wkeurwoqazjr3m13x.jpg"
Metromax-XL,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/5929dec5677f462bb4a4653253821223.jpg"
Meganerv,Treatment of Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/de1aa02aec954a87ba720d0f142917ef.jpg"
Momenta,Treatment and prevention of Sneezing and runny nose due to allergiesTreatment of Nasal congestion (blocked nose)Treatment of Nasal polyps,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/jcj9sya3qiuwihupxr5h.jpg"
Mirator, Parkinson's disease Restless leg syndrome,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/b3e0d390e7284fe898a40dbedd85f906.jpg"
MR,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/f10f23d156d14c45b0b4ffc3eb9dca2e.jpg"
Magnatuss-DX,Treatment of Dry cough,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/yohzz9znfjpdnrorpj9v.png"
Metozaar,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/1aacf4e0fc74443c9b22235a86dfea86.jpg"
Maxpride, Schizophrenia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/wnpvr8rdwyq1zps7vmsv.jpg"
Merotrol, Severe bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/43f2ab593662493387962ee28a900354.jpg"
Minotreat,Treatment of Hair loss,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ipif6cslunpxe6m77ubq.jpg"
Metopole-AM,Treatment of Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/0b6c91201fc84c4faffe2a65d3608fec.jpg"
Makair,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/wbahpjof3cejkejpgqkl.png"
Merimol, Pain reliefTreatment of Fever,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/bnfztzmiottteiw7qese.jpg"
Myonal, Pain reliefTreatment of Fever,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/efc42eb9ff034889b1851a75d555f303.jpg"
Monosopt,Treatment of Glaucoma,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/8ec26b9e6f7c4b6ea95676961dae6ad7.jpg"
Metcy,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/2ace09e413314b13852793ed41a00e42.jpg"
Mefanorm, Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/nnfpxpfyo9h7hokeyrr2.jpg"
Myket, Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/edmpiyoq0ekrc9qysxxd.jpg"
Migitus,Prevention of Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/w9zhano4ikbfn1gxknxx.jpg"
Mostika-LP,Treatment of Eye infection with inflammation,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/b24058fa91724188a81f62527e4889f7.jpg"
Macorate, Epilepsy/SeizuresPrevention of Migraine Bipolar disorder,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/beuwtxmyluhlslujmax1.jpg"
Metro,Treatment of Wound infection,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/xlgu4m4qgry0qphlabos.jpg"
Metacortil-C,Treatment of Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/dt76zg1dxsij0hbgyidv.jpg"
Modlip-AM, High blood pressure with high cholesterol,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/1edd561bc1154d95ba20bda998b7bc60.jpg"
Myket-ZP,Treatment of Dandruff,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/n6fldbv4dyw67isehcql.png"
Mecolab,Treatment of Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/fa4362c0be674a8cb992372d0a737ce5.jpg"
Montrelief-LC,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/nmvbhvmpnkvmxwhf7zao.jpg"
Monteshine,Treatment of Sneezing and runny nose due to allergies,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/9cb923563df6466db0d5c5800567fd6d.jpg"
Meztec, Ulcerative colitis Crohn’s disease,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/plaqevvt1jwpzbl9y1xr.jpg"
Merispas,Treatment of Menstrual painTreatment of Abdominal cramp,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/oyfxltxbyv4mltexr2bb.jpg"
Monti-DL, Sneezing and runny nose due to allergies,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ycser5bas4q02toxolze.jpg"
Minotress,Treatment of Hair loss,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/r4datedwriactdsxda1p.jpg"
Metwon,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/612257d1663245fd84701dbd1fe8802e.jpg"
Metspot,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/a4a8a146cbbb4985ad45ba5ffb5d0f5b.jpg"
Mignar,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/hi09mug9fmybqxtch9mo.jpg"
Mixderm,Treatment of Skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ximwy3innvtvi3xdzkz4.jpg"
M-Laz, Bleeding,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/e09285f14b1640db944d9fe83383e9a2.jpg"
Metatime,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/f6294267bcdb4c56bcff826908627a86.jpg"
Metasens,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ubpfkhgo19eqmml9nq63.jpg"
Metafine,Treatment of Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/mopyws81ywcna0snsrkh.png"
Metozox,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/qdj5qnczzodttegxwrql.jpg"
Metlong-DS,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/dviagdtiftcutqqxvhr9.jpg"
Mataret,Treatment of Skin conditions with inflammation & itching,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/kjxwidmcdf226hiketuj.jpg"
Musaf,Treatment of Bacterial skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/kyene53o4kldoirs1rv1.jpg"
Mycocid,Treatment of Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/vsrreacjeqj34b1q1g6e.jpg"
Makers,Treatment of Melasma,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/iosapnrlqkmpnr2nkueg.png"
Mycozole-F,Treatment of Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/p3lst03eiip7mff0cwxs.png"
Mpb,Treatment of Hair loss,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/b1889b18868943689f0491478bff8818.jpg"
Mycoral, Prevention of organ rejection in transplant patients,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/a767df4d1ff1444bb34746e6d5caa185.jpg"
Mpot,Treatment of Kidney stone,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/nrgri5ronirii4k5vkt8.png"
Micobate-CN, Skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/zfscisadkzmrdvado0mo.png"
Mard,Treatment of Erectile dysfunction,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ldtaqvri1r10wmm68m80.png"
Moveran, Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ycn2tujkjo4bllxrrnh8.jpg"
Monazine,Treatment of SchizophreniaTreatment of DepressionTreatment of Bipolar disorder,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/4e087d0ee4104fafa104a0e502172bcc.jpg"
Metozaar-A,Treatment of Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/f20670b73c25407e84b650b9aedab005.jpg"
Metromax,Treatment of Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/wnfq9fjah1digjnak3r2.jpg"
Muscobon, Nutritional deficiencies,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/82237467e98a4d2ebddacc9804fcf584.jpg"
Montina,Treatment of Sneezing and runny nose due to allergies,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/vdaoe3r5adznw3tmfwe5.jpg"
Metaday,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/bgo1fsujykpmb5hcw85d.jpg"
Meni,Treatment of Meniere's disease,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/be301dd657b54d76972c132e43cf2fd0.jpg"
Momtent,Treatment of Skin conditions with inflammation & itching,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/rhcvqgqprevsszsj3hdi.jpg"
Metonce-AM,Treatment of Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/2dc1e969086548ea9c70b64c035fb976.jpg"
Metafort-G,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/189fb6be35ae46d7a412b4ee46df05e8.jpg"
Muzika,Treatment of Heart failure,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/rohmnlc6747s3wj281yl.jpg"
MNX-3,Treatment of Hair loss,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/gxqoezhnauubwkcdetm8.jpg"
Magprol, Epilepsy/SeizuresPrevention of Migraine Bipolar disorder,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/b9n2tpunc8xwyd8jp5ih.jpg"
Miclogenta,Treatment of Skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ucls7dghfiurm401eub7.jpg"
Mucofresh, Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/bxb5qlhetss8jclfdz3i.jpg"
Melarv,Treatment of Melasma,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/yfzz4kn1pkwa2j040qyk.jpg"
Melitra, Depression Anxiety,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/g7tpgcrrger7d92h09lr.jpg"
Macrozac,Treatment of Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/rpuqxwcg04np1l00824k.jpg"
Minorich,Treatment of Hair loss,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/trscgzaeba4wtpisjrq9.png"
Mclazide-M,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/aohqtxw4gjbqvkxujhki.jpg"
Methosis,Treatment of CancerTreatment of Rheumatoid arthritisTreatment of PsoriasisTreatment of Crohn’s disease,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/tecmgvwcp7ykvp8qmm3i.png"
Mecorik-G,Treatment of Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/uea78qe0hlz9uen7bi2v.jpg"
Metfirst,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/6d3a1f90c77a4d16a2682b99d957843f.jpg"
Myphen, Prevention of organ rejection in transplant patients,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/shxb9iryhk6jzuceu2t2.jpg"
M,Treatment of Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/f6hzqxxovtlcbvd0ufkc.jpg"
Migest, Hormone replacement therapyTreatment of Female infertility,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/u1tqbnq5lnw7akvjgvow.jpg"
Montgold,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/bd1490eea63045fd94c9c30af453ac65.jpg"
Megatrum-P,Treatment and prevention of Wound infection,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/gizuo3hkfl59ktgyobff.jpg"
Minfin,Treatment of Hair loss,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/604c558016a74781aca8050ff146e654.jpg"
MSN, Overactive bladder (OAB) symptoms,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/buqdthcphgvk6etir7vd.jpg"
Myotec, Prevention of organ rejection in transplant patients,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/322ba45fdfd545a9ab161ec9c4db8fff.jpg"
Movadol, Schizophrenia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/y6q4craqexy24nar5hwt.jpg"
Migrellium,Prevention of Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/tpyotntkblympl1dlosl.jpg"
Mymeto,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of StrokePrevention of Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ucblvidy1d75l4qmjxht.png"
Movitol, Constipation,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ukkamqi6egofifjsxbbv.png"
Momerate,Treatment of Skin conditions with inflammation & itching,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/hhqc6jhdiposnr9mp04i.jpg"
Metosan,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/kr7poytuzmq9v8pynfux.jpg"
MNX,Treatment of Hair loss,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/qcy7v3e9v9zopxgsymbk.jpg"
Myosam,Treatment of Liver  disease,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/izm6epgmquumbnabwy6c.jpg"
Mupidac,Treatment of Bacterial skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/fpoutofhljjbzmcsd3jw.jpg"
Mnc,Treatment of Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/e63bbd16aaa4430092289a1dc2269b67.jpg"
Magic-HP,Treatment of Peptic ulcer disease,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/afa553fb816e4feaae9e3258357b1d51.jpg"
Monokit, Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/d1ju7isy5bgxariqykmk.jpg"
Myodura,Treatment of Hypertension (high blood pressure)Prevention of Angina (heart-related chest pain),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ckhbsuxoysodkzkzh3yd.jpg"
Metwell,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/73bc1ca2129f4ec092fa566a114dedaa.jpg"
Melatrax,Treatment of Bleeding,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/dmij05n1ss5jbfzhizbq.jpg"
Microshield, Skin infectionsTreatment of Mouth infection,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/fp0xwnyhdkwpbcskcyag.png"
Maskofung-XL, Fungal nail infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/zr9zkpogxxbot8vvi0ma.png"
Moxnix-CV,Treatment of Resistant Tuberculosis (TB)Treatment of Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/h0qudfxrvnzs9sxhnouc.jpg"
Macsoralen, Vitiligo Psoriasis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/eiyxyi8ovau6wvgiq86a.jpg"
Momicaa,Treatment of Skin conditions with inflammation & itching,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/jxs0jwedbdop03vbqv0j.jpg"
Metofix-XL,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ux2agxt0fyszfl10apgm.jpg"
Maskofung, Fungal nail infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/r5hezcbyxcmeljqlzszx.png"
Medsop, Skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/n1gytmzzpzqiko9b6r3j.jpg"
Minirab-D,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer disease,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/in7krv8gmwqv37nuvgyo.jpg"
Megabid,Treatment of Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/dfirf6cr2s3xbawpip5k.jpg"
Minovera,Treatment of Hair loss,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/a1b5feb6c82e4af594be8ad9021e5a59.jpg"
Mucocoat,Treatment of Intestinal ulcersTreatment of Stomach ulcers,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/xah9amf4emgok6f6knks.jpg"
Mombest,Treatment of Skin conditions with inflammation & itching,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/v5cnyyllpaiez6o5zpi5.jpg"
Mudep,Treatment of Bacterial skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/h1qltusmumgcgjfw2wj6.jpg"
Multipro,Treatment of Nutritional deficiencies,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/lovbqttfczpddc3exobg.jpg"
Mucidal,Treatment of Bacterial skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/vumj9afb8gkhogyn1nt0.jpg"
Montark-L,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/a7b42d23f34b4b08943401e810e68479.jpg"
Mesoketz, Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/zjrxgov5bokaloklsagl.jpg"
MNX-Forte,Treatment of Hair loss,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/vlvnkx6j9ixngierwonj.jpg"
Mupax,Treatment of Bacterial skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/rfaz1i2zp6gg2tgryucn.jpg"
Norflox-TZ,Treatment of DiarrheaTreatment of Dysentery,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/f9f8424601dd49739565d5d36cd87e66.jpg"
Nurokind-LC,Treatment of Nutritional deficiencies,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/g2pac5e4fwiqbmsuyafr.jpg"
